Quad 1, u_Time, x, y, z, qx, qy, qz, qw, trackingValid, state, w1[1], w1[2], w1[3], time_Since_Epoch_us, ntpOffset_ms, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003076377, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003082562, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003091418, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003098929, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003108034, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003115579, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003124995, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003132349, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003141411, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003148910, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003157217, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003165615, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003175024, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003182340, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003191432, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003199037, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003207417, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003215598, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003224269, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003232104, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003240987, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003248824, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003257423, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003265631, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003274044, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003282594, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003290647, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003298867, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003307607, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003315541, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003323752, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003332314, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003340396, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003348798, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003358838, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003365605, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003374048, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003382270, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003390739, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003398838, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003407372, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003415531, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003424147, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003432111, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003440932, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003448836, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003457355, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003466112, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003474302, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003482259, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003490908, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003498879, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003507237, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003515513, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003524030, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003532494, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003541049, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003548958, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003557446, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003565556, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003573888, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003582261, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003591017, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003599142, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003607342, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003615536, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003624034, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003632324, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003640794, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003649039, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003657435, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003665692, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003674140, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003682249, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003690684, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003698899, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003707357, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003715728, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003724513, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003732252, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003741173, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003749048, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003757317, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003765731, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003775237, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003782430, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003791131, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003798780, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003807407, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003815732, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003824402, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003832275, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003840880, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003848888, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003857357, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003866009, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003874030, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003882487, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003890844, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003898947, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003907178, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003915695, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003924246, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003932332, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003940927, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003949062, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003958447, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003965660, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003974053, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003982394, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003991018, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885003998870, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004007281, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004015705, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004024320, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004032267, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004040974, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004048710, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004057243, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004065649, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004074451, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004082085, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004090812, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004098903, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004107313, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004115517, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004124258, 9999.999900, 
 , 0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000, 0.000000, 0.000000, 1564885004132621, 9999.999900, 
